Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,Â¿En qué versión fue corregido?,Estrategia de ejecución
Finding,API-073,453,Exported data does not match what is displayed on screen.,API-073,Baja,Cerrado,Sprint 15,Aceptación,Funcional,UAT,Datos,CORE Banking,Cloud,Ideación,Integracion,Sofía Morales,5/3/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,API-073,454,The system freezes when entering special characters.,API-073,Alta,Resuelto,Sprint 16,Carga,Funcional,Sistema,Datos,CRM,On-Premise- Hibrido,Ideación,Desarrollo,Valentina Castillo,6/29/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,MOB-589,455,Validation errors are not shown in real time.,MOB-589,Media,Resuelto,Sprint 7,Regresión,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Construcción,ShadowDR),Jorge Ramírez,6/3/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,WEB-342,456,Confirmation message is not displayed after submitting the form.,WEB-342,Alta,En progreso,Sprint 14,Smoke,Funcional,UAT,SAP,DWH,On-Premise- Hibrido,Requisitos,Desarrollo,Lucía Ferníndez,9/1/2025,v1.0.1,Raúl Espinosa,Sprint 20,v1.0.2,Manual
Finding,KIOS-411,457,Confirmation message is not displayed after submitting the form.,KIOS-411,Alta,En progreso,Sprint 16,Funcional,Funcional,Sistema,SAP,ERP,Cloud,Ideación,Pruebas,Isabela Aguirre,5/23/2024,v1.0.1,Miguel Herrera,Sprint 16,v1.0.2,Automatizada
Finding,BD-921,458,Inconsistencies in date format in reports.,BD-921,Media,En progreso,Sprint 10,Funcional,Funcional,Sistema,Datos,DWH,Cloud,Operacion,Desarrollo,Camila Vargas,10/12/2025,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
Finding,CORE-568,459,Issues with message internationalization.,CORE-568,Alta,En progreso,Sprint 15,Integración,Funcional,Sistema,Datos,Datalake,Cloud,Operacion,Sandbox,Lucía Ferníndez,4/8/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,CORE-568,460,The send button remains inactive even with complete fields.,CORE-568,Alta,Cerrado,Sprint 0,Regresión,Funcional,Sistema,Software IA,Datalake,Cloud,Ideación,Producción,Raúl Espinosa,2/20/2025,v1.0.1,Ana López,Sprint 16,v1.0.2,Manual
Finding,WEB-342,461,Datos no persisten después de actualizar la pígina.,WEB-342,Media,Resuelto,Sprint 13,Funcional,Funcional,integracion,Software Tradicional,ERP,Mainframe,Operacion,Integracion,Esteban Méndez,7/24/2024,v1.0.1,Raúl Espinosa,Sprint 17,v1.0.2,Manual
Finding,MOB-589,462,Email field validation does not work correctly.,MOB-589,Baja,Resuelto,Sprint 11,Sanity,Funcional,Unitaria,SAP,CRM,Cloud,Operacion,Pre-Producción,Jorge Ramírez,1/10/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,KIOS-411,463,Browser compatibility issue on mobile devices.,KIOS-411,Más Alta,Cerrado,Sprint 1,Integración,Funcional,UAT,Datos,CORE Banking,Cloud,Construcción,ShadowDR),Antonella Duque,11/15/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,MOB-589,464,Duplicate content is displayed in the results list.,MOB-589,Más Alta,Cerrado,Sprint 3,Funcional,Funcional,integracion,SAP,ERP,On-Premise- Hibrido,Construcción,Sandbox,Juan Pérez,5/13/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,API-073,465,The autocomplete function does not suggest expected values.,API-073,Más Alta,Resuelto,Sprint 8,Funcional,Funcional,Sistema,SAP,Datalake,On-Premise- Hibrido,Requisitos,Integracion,Esteban Méndez,9/19/2024,v1.0.1,Jorge Ramírez,Sprint 18,v1.0.2,Manual
Finding,API-073,466,The system freezes when entering special characters.,API-073,Más Alta,Rechazado,Sprint 13,Carga,Seguridad,Sistema,Datos,CORE Banking,Cloud,Ideación,Sandbox,Juan Pérez,1/24/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,CORE-568,467,Permisos incorrectos asignados a usuarios estíndar.,CORE-568,Media,En progreso,Sprint 15,Smoke,Desempeño,UAT,Datos,CRM,On-Premise- Hibrido,Requisitos,Producción,Juan Pérez,8/1/2025,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,API-073,468,The search component does not filter properly.,API-073,Alta,Resuelto,Sprint 2,Funcional,UX,Unitaria,SAP,CORE Banking,Mainframe,Ideación,ShadowDR),Mateo Linares,2/2/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,BD-921,469,Email field validation does not work correctly.,BD-921,Más Alta,En progreso,Sprint 14,Funcional,Funcional,Unitaria,SAP,Datalake,Mainframe,Ideación,Pruebas,Miguel Herrera,8/3/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
Finding,API-073,470,Permisos incorrectos asignados a usuarios estíndar.,API-073,Baja,En progreso,Sprint 6,Funcional,Funcional,integracion,SAP,ERP,On-Premise- Hibrido,Construcción,Sandbox,Laura Ortega,9/23/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Automatizada
Finding,POS-101,471,Validation errors are not shown in real time.,POS-101,Baja,Resuelto,Sprint 15,Carga,Funcional,integracion,Datos,CORE Banking,Cloud,Ideación,Producción,Paula Navarro,6/19/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,KIOS-411,472,The system does not respond when clicking certain buttons.,KIOS-411,Más Alta,Resuelto,Sprint 16,Integración,Funcional,integracion,SAP,CORE Banking,Mainframe,Ideación,Producción,Paula Navarro,10/10/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,BD-921,473,The send button remains inactive even with complete fields.,BD-921,Más Alta,Pendiente,Sprint 7,Funcional,Funcional,Sistema,Software IA,Datalake,Cloud,Requisitos,Sandbox,Esteban Méndez,9/23/2024,v1.0.1,Laura Ortega,Sprint 14,v1.0.2,Automatizada
Finding,POS-101,474,Datos no persisten después de actualizar la pígina.,POS-101,Media,Pendiente,Sprint 5,Aceptación,Seguridad,UAT,Software Tradicional,CRM,Cloud,Requisitos,Producción,Camila Vargas,8/12/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,KIOS-411,475,La carga del módulo tarda mís de lo esperado.,KIOS-411,Alta,Resuelto,Sprint 15,Regresión,Funcional,integracion,Software Tradicional,CRM,Cloud,Requisitos,Sandbox,Antonella Duque,12/25/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,API-073,476,Error al guardar los cambios cuando el formulario estí incompleto.,API-073,Media,Rechazado,Sprint 5,Carga,Funcional,Unitaria,Software IA,Datalake,Mainframe,Operacion,ShadowDR),Paula Navarro,1/4/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,BD-921,477,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Baja,Resuelto,Sprint 2,Integración,Compatibilidad,Sistema,Software Tradicional,CORE Banking,Mainframe,Ideación,ShadowDR),Juan Pérez,7/12/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,WEB-342,478,Issues with message internationalization.,WEB-342,Baja,Resuelto,Sprint 11,Aceptación,Funcional,Sistema,Datos,CRM,On-Premise- Hibrido,Requisitos,Pruebas,Lucía Ferníndez,1/6/2025,v1.0.1,Raúl Espinosa,Sprint 13,v1.0.2,Manual
Finding,BD-921,479,Navigation failure between main module screens.,BD-921,Baja,Resuelto,Sprint 4,Sanity,Compatibilidad,integracion,Software Tradicional,ERP,On-Premise- Hibrido,Requisitos,Pre-Producción,Paula Navarro,7/29/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,WEB-342,480,Inconsistencies in date format in reports.,WEB-342,Baja,Resuelto,Sprint 9,Funcional,Datos,integracion,Datos,DWH,Cloud,Construcción,ShadowDR),Juan Pérez,8/1/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,API-073,481,Datos no persisten después de actualizar la pígina.,API-073,Más Alta,Resuelto,Sprint 5,Regresión,Datos,integracion,Datos,ERP,Cloud,Requisitos,Sandbox,Laura Ortega,9/28/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Suggestion,KIOS-411,482,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Más Alta,Pendiente,Sprint 10,Funcional,Funcional,Unitaria,Datos,CORE Banking,Mainframe,Requisitos,ShadowDR),Antonella Duque,7/6/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Automatizada
Suggestion,POS-101,483,The system does not respond when clicking certain buttons.,POS-101,Baja,Reabierto,Sprint 12,Funcional,Datos,Sistema,SAP,CORE Banking,Mainframe,Requisitos,Producción,Camila Vargas,5/3/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Suggestion,MOB-589,484,Duplicate content is displayed in the results list.,MOB-589,Media,Rechazado,Sprint 6,Sanity,Funcional,integracion,Software IA,CORE Banking,Mainframe,Requisitos,Integracion,Raúl Espinosa,5/29/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,BD-921,485,Email field validation does not work correctly.,BD-921,Baja,Rechazado,Sprint 13,Aceptación,Datos,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Construcción,Pruebas,Valentina Castillo,4/15/2025,v1.0.1,Mariana Círdenas,Sprint 20,v1.0.2,Manual
Finding,POS-101,486,Validation errors are not shown in real time.,POS-101,Media,Cerrado,Sprint 12,Funcional,Funcional,integracion,Datos,Datalake,Cloud,Requisitos,Desarrollo,Raúl Espinosa,9/13/2025,v1.0.1,Camila Vargas,,v1.0.2,Automatizada
Finding,CORE-568,487,The system freezes when entering special characters.,CORE-568,Baja,Resuelto,Sprint 17,Exploratoria,Funcional,integracion,SAP,CORE Banking,Cloud,Construcción,Desarrollo,Miguel Herrera,5/30/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,BD-921,488,Issues with message internationalization.,BD-921,Baja,En progreso,Sprint 16,Funcional,Funcional,integracion,Datos,DWH,Cloud,Operacion,Sandbox,Isabela Aguirre,4/30/2024,v1.0.1,Camila Vargas,Sprint 18,v1.0.2,Automatizada
Finding,POS-101,489,The system does not respond when clicking certain buttons.,POS-101,Más Alta,Pendiente,Sprint 12,Exploratoria,Desempeño,Sistema,Software IA,ERP,Cloud,Ideación,Pruebas,Mateo Linares,10/2/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,API-073,490,La carga del módulo tarda mís de lo esperado.,API-073,Baja,Cerrado,Sprint 3,Funcional,Desempeño,Sistema,SAP,ERP,On-Premise- Hibrido,Construcción,Pre-Producción,Isabela Aguirre,7/14/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,MOB-589,491,Datos no persisten después de actualizar la pígina.,MOB-589,Alta,Pendiente,Sprint 15,Integración,UX,integracion,SAP,DWH,Mainframe,Requisitos,Pruebas,Paula Navarro,7/1/2025,v1.0.1,Raúl Espinosa,Sprint 17,v1.0.2,Manual
Finding,WEB-342,492,Browser compatibility issue on mobile devices.,WEB-342,Alta,Resuelto,Sprint 15,Funcional,Funcional,Sistema,Software Tradicional,ERP,Mainframe,Ideación,Sandbox,Ana López,2/9/2025,v1.0.1,Ana López,,v1.0.2,Automatizada
Finding,MOB-589,493,The system freezes when entering special characters.,MOB-589,Alta,Cerrado,Sprint 14,Sanity,Funcional,UAT,SAP,CORE Banking,Mainframe,Ideación,Integracion,Isabela Aguirre,5/23/2025,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
Finding,KIOS-411,494,Logs are generated with NullPointerException errors.,KIOS-411,Baja,Cerrado,Sprint 13,Sanity,Funcional,UAT,Datos,Datalake,On-Premise- Hibrido,Operacion,Desarrollo,Valentina Castillo,6/24/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,MOB-589,495,Permisos incorrectos asignados a usuarios estíndar.,MOB-589,Más Alta,En progreso,Sprint 9,Funcional,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Ideación,Sandbox,Miguel Herrera,9/5/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Automatizada
Finding,MOB-589,496,Validation errors are not shown in real time.,MOB-589,Media,En progreso,Sprint 13,Funcional,Compatibilidad,integracion,SAP,CORE Banking,Mainframe,Operacion,Integracion,Isabela Aguirre,3/17/2025,v1.0.1,Juan Pérez,Sprint 14,v1.0.2,Manual
Finding,KIOS-411,497,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Media,Resuelto,Sprint 17,Funcional,Datos,integracion,SAP,ERP,Mainframe,Requisitos,ShadowDR),Jorge Ramírez,6/18/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,API-073,498,Duplicate content is displayed in the results list.,API-073,Alta,Rechazado,Sprint 7,Funcional,Desempeño,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,Integracion,Valentina Castillo,11/26/2024,v1.0.1,Ana López,Sprint 18,v1.0.2,Manual
Finding,BD-921,499,Error al guardar los cambios cuando el formulario estí incompleto.,BD-921,Baja,Pendiente,Sprint 20,Regresión,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Requisitos,Desarrollo,Mariana Círdenas,4/5/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,WEB-342,500,Browser compatibility issue on mobile devices.,WEB-342,Baja,Resuelto,Sprint 7,Funcional,Funcional,integracion,Software Tradicional,Datalake,Mainframe,Ideación,Integracion,Daniela Ríos,10/14/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Automatizada
Finding,BD-921,501,Misalignment in interface elements.,BD-921,Media,En progreso,Sprint 8,Aceptación,Desempeño,Unitaria,SAP,ERP,Cloud,Construcción,Pruebas,Sebastiín Cortés,2/25/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,API-073,502,Validation errors are not shown in real time.,API-073,Media,Resuelto,Sprint 11,Integración,Funcional,Sistema,SAP,CRM,Mainframe,Requisitos,Pruebas,Valentina Castillo,3/21/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,WEB-342,503,Validation errors are not shown in real time.,WEB-342,Media,Resuelto,Sprint 17,Regresión,Usabilidad,Sistema,Datos,CRM,Mainframe,Construcción,Producción,Paula Navarro,4/17/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,BD-921,504,Exported data does not match what is displayed on screen.,BD-921,Más Alta,Resuelto,Sprint 2,Smoke,Funcional,integracion,Software IA,CORE Banking,On-Premise- Hibrido,Operacion,Pre-Producción,Jorge Ramírez,11/28/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,API-073,505,Permisos incorrectos asignados a usuarios estíndar.,API-073,Baja,Pendiente,Sprint 11,Regresión,Seguridad,Sistema,Software IA,DWH,Mainframe,Operacion,Desarrollo,Mateo Linares,10/29/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,BD-921,506,Logs are generated with NullPointerException errors.,BD-921,Media,Cerrado,Sprint 2,Regresión,Funcional,UAT,Software IA,ERP,Mainframe,Construcción,Desarrollo,Valentina Castillo,1/31/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,WEB-342,507,Misalignment in interface elements.,WEB-342,Baja,Pendiente,Sprint 10,Regresión,Funcional,Sistema,Software IA,CRM,On-Premise- Hibrido,Construcción,Pruebas,Daniela Ríos,7/17/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,MOB-589,508,The search component does not filter properly.,MOB-589,Baja,Reabierto,Sprint 2,Aceptación,Funcional,Unitaria,Datos,CORE Banking,Cloud,Construcción,Integracion,Mariana Círdenas,6/10/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,BD-921,509,Issues with message internationalization.,BD-921,Más Alta,Resuelto,Sprint 3,Funcional,Funcional,Sistema,Datos,CORE Banking,Mainframe,Operacion,Pre-Producción,Jorge Ramírez,9/13/2025,v1.0.1,Antonella Duque,,v1.0.2,Automatizada
Finding,BD-921,510,Duplicate content is displayed in the results list.,BD-921,Media,Resuelto,Sprint 12,Funcional,Funcional,Unitaria,Software IA,CORE Banking,Mainframe,Ideación,ShadowDR),Pedro Cruz,7/3/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,WEB-342,511,Exported data does not match what is displayed on screen.,WEB-342,Baja,Rechazado,Sprint 11,Funcional,Funcional,Sistema,SAP,CRM,Mainframe,Operacion,Sandbox,Pedro Cruz,6/30/2025,v1.0.1,Juan Pérez,Sprint 14,v1.0.2,Automatizada
Finding,MOB-589,512,Navigation failure between main module screens.,MOB-589,Baja,Resuelto,Sprint 20,Aceptación,Datos,integracion,Datos,Datalake,Mainframe,Ideación,Integracion,Jorge Ramírez,1/2/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,KIOS-411,513,Misalignment in interface elements.,KIOS-411,Baja,En progreso,Sprint 17,Aceptación,Seguridad,UAT,Software Tradicional,CRM,Mainframe,Ideación,Sandbox,Raúl Espinosa,3/5/2025,v1.0.1,Lucía Ferníndez,Sprint 18,v1.0.2,Manual
Finding,KIOS-411,514,The search component does not filter properly.,KIOS-411,Más Alta,Reabierto,Sprint 6,Funcional,Datos,Sistema,SAP,Datalake,Cloud,Operacion,Sandbox,Lucía Ferníndez,5/1/2025,v1.0.1,Pedro Cruz,Sprint 20,v1.0.2,Manual
Finding,CORE-568,515,The system freezes when entering special characters.,CORE-568,Más Alta,Resuelto,Sprint 14,Funcional,Funcional,Sistema,SAP,CORE Banking,Mainframe,Requisitos,Desarrollo,Paula Navarro,1/17/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,KIOS-411,516,Error al guardar los cambios cuando el formulario estí incompleto.,KIOS-411,Baja,Cerrado,Sprint 2,Smoke,Funcional,Sistema,Software IA,Datalake,Mainframe,Construcción,Desarrollo,Lucía Ferníndez,5/15/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Suggestion,WEB-342,517,The search component does not filter properly.,WEB-342,Más Alta,En progreso,Sprint 4,Regresión,Datos,Sistema,Datos,CORE Banking,On-Premise- Hibrido,Requisitos,Integracion,Antonella Duque,12/11/2024,v1.0.1,Miguel Herrera,Sprint 11,v1.0.2,Manual
Suggestion,API-073,518,Browser compatibility issue on mobile devices.,API-073,Alta,Pendiente,Sprint 10,Sanity,Compatibilidad,Unitaria,Software Tradicional,CRM,Mainframe,Ideación,Sandbox,Juan Pérez,3/11/2025,v1.0.1,Juan Pérez,Sprint 10,v1.0.2,Manual
Suggestion,BD-921,519,Confirmation message is not displayed after submitting the form.,BD-921,Baja,Reabierto,Sprint 3,Exploratoria,Datos,UAT,Datos,Datalake,Cloud,Requisitos,Integracion,Gabriela Paredes,4/17/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,CORE-568,520,Validation errors are not shown in real time.,CORE-568,Alta,Resuelto,Sprint 16,Regresión,Funcional,integracion,Software Tradicional,Datalake,Cloud,Requisitos,Sandbox,Valentina Castillo,8/20/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,CORE-568,521,Email field validation does not work correctly.,CORE-568,Baja,En progreso,Sprint 11,Exploratoria,Desempeño,UAT,Software IA,CRM,Cloud,Requisitos,Desarrollo,Sebastiín Cortés,4/3/2025,v1.0.1,Mariana Círdenas,Sprint 18,v1.0.2,Manual
Finding,API-073,522,Error al guardar los cambios cuando el formulario estí incompleto.,API-073,Media,Pendiente,Sprint 7,Integración,Funcional,Sistema,SAP,DWH,On-Premise- Hibrido,Construcción,Pre-Producción,Sebastiín Cortés,8/25/2025,v1.0.1,Esteban Méndez,Sprint 9,v1.0.2,Manual
Finding,BD-921,523,Duplicate content is displayed in the results list.,BD-921,Baja,En progreso,Sprint 14,Funcional,Funcional,UAT,Datos,CORE Banking,Mainframe,Ideación,ShadowDR),Lucía Ferníndez,10/7/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,CORE-568,524,The search component does not filter properly.,CORE-568,Alta,En progreso,Sprint 20,Funcional,Funcional,Unitaria,Software IA,DWH,On-Premise- Hibrido,Ideación,Sandbox,Pedro Cruz,9/9/2025,v1.0.1,Valentina Castillo,,v1.0.2,Automatizada
Finding,CORE-568,525,The system does not respond when clicking certain buttons.,CORE-568,Más Alta,Resuelto,Sprint 14,Carga,Datos,Unitaria,Software IA,CRM,Mainframe,Requisitos,Integracion,Juan Pérez,3/1/2025,v1.0.1,Miguel Herrera,Sprint 20,v1.0.2,Manual
Finding,CORE-568,526,Issues with message internationalization.,CORE-568,Baja,Resuelto,Sprint 10,Funcional,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,Sandbox,Esteban Méndez,3/19/2024,v1.0.1,Mateo Linares,Sprint 10,v1.0.2,Manual
Finding,API-073,527,Permisos incorrectos asignados a usuarios estíndar.,API-073,Baja,Rechazado,Sprint 18,Carga,Funcional,Unitaria,Datos,CORE Banking,Cloud,Construcción,Desarrollo,Juan Pérez,6/13/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,API-073,528,Exported data does not match what is displayed on screen.,API-073,Más Alta,Cerrado,Sprint 1,Funcional,Funcional,integracion,Software Tradicional,ERP,Mainframe,Construcción,Desarrollo,Paula Navarro,11/20/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Finding,WEB-342,529,Misalignment in interface elements.,WEB-342,Baja,Pendiente,Sprint 20,Funcional,Desempeño,integracion,Software IA,DWH,Cloud,Ideación,Pruebas,Miguel Herrera,1/1/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,CORE-568,530,Misalignment in interface elements.,CORE-568,Media,Cerrado,Sprint 1,Smoke,Desempeño,integracion,Software IA,CORE Banking,Cloud,Ideación,Producción,Sofía Morales,2/17/2025,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,POS-101,531,Confirmation message is not displayed after submitting the form.,POS-101,Baja,Reabierto,Sprint 5,Funcional,Funcional,UAT,Software IA,DWH,Cloud,Requisitos,Sandbox,Paula Navarro,4/3/2024,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
Finding,MOB-589,532,Exported data does not match what is displayed on screen.,MOB-589,Alta,Cerrado,Sprint 16,Exploratoria,Portabilidad,integracion,Software Tradicional,ERP,On-Premise- Hibrido,Requisitos,Pre-Producción,Pedro Cruz,4/23/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,WEB-342,533,Datos no persisten después de actualizar la pígina.,WEB-342,Baja,Resuelto,Sprint 5,Exploratoria,Funcional,UAT,SAP,DWH,On-Premise- Hibrido,Requisitos,Sandbox,Gabriela Paredes,10/2/2025,v1.0.1,Mateo Linares,Sprint 19,v1.0.2,Manual
Finding,MOB-589,534,Duplicate content is displayed in the results list.,MOB-589,Más Alta,Resuelto,Sprint 12,Funcional,Compatibilidad,UAT,Datos,ERP,Cloud,Requisitos,Pre-Producción,Pedro Cruz,8/4/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,CORE-568,535,Confirmation message is not displayed after submitting the form.,CORE-568,Baja,En progreso,Sprint 4,Smoke,Datos,integracion,Software IA,ERP,Mainframe,Operacion,Producción,Isabela Aguirre,2/3/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,MOB-589,536,La carga del módulo tarda mís de lo esperado.,MOB-589,Baja,Resuelto,Sprint 2,Carga,Funcional,Unitaria,Software Tradicional,CORE Banking,Mainframe,Operacion,Producción,Esteban Méndez,8/5/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,BD-921,537,The autocomplete function does not suggest expected values.,BD-921,Más Alta,Reabierto,Sprint 14,Integración,Funcional,Sistema,Datos,CORE Banking,On-Premise- Hibrido,Requisitos,ShadowDR),Esteban Méndez,8/3/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,MOB-589,538,Error al guardar los cambios cuando el formulario estí incompleto.,MOB-589,Media,En progreso,Sprint 11,Exploratoria,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Construcción,Sandbox,Ana López,3/12/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,API-073,539,Datos no persisten después de actualizar la pígina.,API-073,Media,En progreso,Sprint 2,Regresión,Desempeño,Unitaria,Software Tradicional,ERP,Cloud,Requisitos,Integracion,Esteban Méndez,8/14/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,KIOS-411,540,Duplicate content is displayed in the results list.,KIOS-411,Alta,Reabierto,Sprint 3,Smoke,Funcional,UAT,Software IA,ERP,Mainframe,Ideación,Integracion,Isabela Aguirre,1/21/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,POS-101,541,Logs are generated with NullPointerException errors.,POS-101,Media,Cerrado,Sprint 12,Regresión,Desempeño,Sistema,Datos,CRM,Mainframe,Requisitos,Integracion,Valentina Castillo,7/3/2024,v1.0.1,Miguel Herrera,Sprint 17,v1.0.2,Manual
Finding,WEB-342,542,The autocomplete function does not suggest expected values.,WEB-342,Media,En progreso,Sprint 12,Integración,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Construcción,Integracion,Lucía Ferníndez,9/6/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,API-073,543,Logs are generated with NullPointerException errors.,API-073,Más Alta,Resuelto,Sprint 20,Funcional,Funcional,UAT,Software Tradicional,CORE Banking,Mainframe,Ideación,Desarrollo,Gabriela Paredes,1/2/2025,v1.0.1,Paula Navarro,,v1.0.2,Automatizada
Finding,KIOS-411,544,Email field validation does not work correctly.,KIOS-411,Alta,Cerrado,Sprint 18,Funcional,Usabilidad,UAT,Software IA,CRM,Cloud,Operacion,Desarrollo,Sofía Morales,5/31/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,POS-101,545,Exported data does not match what is displayed on screen.,POS-101,Baja,En progreso,Sprint 7,Smoke,Desempeño,UAT,Software Tradicional,CRM,Mainframe,Operacion,Sandbox,Juan Pérez,7/19/2025,v1.0.1,Valentina Castillo,Sprint 10,v1.0.2,Manual
Finding,MOB-589,546,The autocomplete function does not suggest expected values.,MOB-589,Alta,Resuelto,Sprint 3,Integración,Funcional,Sistema,Software IA,DWH,On-Premise- Hibrido,Operacion,Integracion,Sebastiín Cortés,8/3/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Finding,POS-101,547,Browser compatibility issue on mobile devices.,POS-101,Más Alta,Resuelto,Sprint 2,Regresión,Funcional,UAT,Software IA,ERP,Mainframe,Construcción,Producción,Raúl Espinosa,9/28/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,KIOS-411,548,Error al guardar los cambios cuando el formulario estí incompleto.,KIOS-411,Media,Resuelto,Sprint 8,Smoke,Portabilidad,UAT,Software Tradicional,CORE Banking,Mainframe,Operacion,Producción,Valentina Castillo,6/28/2024,v1.0.1,Camila Vargas,Sprint 20,v1.0.2,Manual
Finding,BD-921,549,Inconsistencies in date format in reports.,BD-921,Media,Resuelto,Sprint 2,Aceptación,Seguridad,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Construcción,Sandbox,Pedro Cruz,8/9/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,BD-921,550,Exported data does not match what is displayed on screen.,BD-921,Media,Reabierto,Sprint 15,Funcional,Datos,integracion,SAP,CRM,On-Premise- Hibrido,Operacion,Integracion,Paula Navarro,4/12/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
