Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Story,TECH-1626,462298,"As LTI, I want to send an email to the candidate when a B2C OPIc taken with remote proctoring goes into Rate Pending status so that the user can provide feedback on their testing experience.",,Trivial,Done,Sprint 159: 9/18 - 10/1/25,,,,As LTI,,,,,Annie Wendel,7/23/2025 11:06,v1.0,Rohan Gandhi,,v1.0,Manual
Epic,TECH-1556,462295,INTK-714: OPS: DLI scheduled OPI reminder notices to testers,,Trivial,Done,,,,,INTK,714,OPS,,,Annie Wendel,7/23/2025 10:05,v1.0,Rohan Gandhi,,v1.0,Manual
Epic,TECH-1621,462294,INTK-713: OPIc status change email with satisfaction survey link,,Trivial,In Development,,,,,INTK,713,,,,Annie Wendel,7/23/2025 10:04,v1.0,Annie Wendel,,v1.0,Manual
Epic,TECH-1625,462293,INTK-715: Sales/APM: Make a BofA report (available in SSRS reports) available through their client site,,Trivial,Done,,,,,INTK,715,Sales,,,Annie Wendel,7/23/2025 10:00,v1.0,Rohan Gandhi,,v1.0,Manual
Test,TECH-1378,462266,"[WPT] Verify that clicking the ""Rate"" button in an assigned test opens the rating pop up window that allows the rater to rate the test.",,Trivial,To Do,,,,,WPT,Verify,Rate,,,Alexa Altez,7/22/2025 10:42,v1.0,,,v1.0,Manual
Test,TECH-1377,462265,"[WPT] Verify that the ""Assigned Tests"" table display all the assigned WPT test to the rater.",,Trivial,To Do,,,,,WPT,Verify,Assigned Tests,,,Alexa Altez,7/22/2025 10:38,v1.0,,,v1.0,Manual
Test,TECH-1376,462264,"[WPT] Verify that the ""Assigned Tests"" table displays ""No data to display"" when there isn't any test assigned to the rater.",,Trivial,To Do,,,,,WPT,Verify,Assigned Tests,,,Alexa Altez,7/22/2025 10:37,v1.0,,,v1.0,Manual
Test,TECH-1375,462263,"[WPT] Verify that the system displays an error message ""No test is available for this rater."" if the rater attempts to fetch a WPT test when none are available.",,Trivial,To Do,,System,,,WPT,Verify,,,,Alexa Altez,7/22/2025 10:36,v1.0,,,v1.0,Manual
Test,TECH-1374,462262,[WPT] Verify that a rater receives a notification email when a new WPT test is assigned.,,Trivial,To Do,,,,,WPT,Verify,,,,Alexa Altez,7/22/2025 10:36,v1.0,,,v1.0,Manual
Test,TECH-1373,462261,"[WPT] Verify that selecting a language and clicking the ""Fetch the test and rate"" button fetches a test of the selected language and displays the popup rate window.",,Trivial,To Do,,,,,WPT,Verify,Fetch,,,Alexa Altez,7/22/2025 10:34,v1.0,,,v1.0,Manual
Test,TECH-1372,462260,[WPT] Verify that a rater can successfully fetch an available WPT test when no other WPT test is assigned to them.,,Trivial,To Do,,,,,WPT,Verify,,,,Alexa Altez,7/22/2025 10:33,v1.0,,,v1.0,Manual
Test,TECH-1371,462259,"[WPT] Verify that the ""Language"" dropdown in the ""Fetch & rate WPT"" page in the rater site only contains as options the rater assigned languages",,Trivial,To Do,,,,,WPT,Verify,Language,,,Alexa Altez,7/22/2025 10:32,v1.0,,,v1.0,Manual
Test,TECH-1370,462258,"[WPT] Verify that the ""Fetch the test and rate"" button is enabled again once the assigned test are rated without needing a page refresh",,Trivial,To Do,,,,,WPT,Verify,Fetch,,,Alexa Altez,7/22/2025 10:31,v1.0,,,v1.0,Manual
Test,TECH-1369,462257,"[WPT] Verify that the ""Fetch the test and rate"" button is disabled if an OPIc test is currently assigned.",,Trivial,To Do,,,,,WPT,Verify,Fetch,,,Alexa Altez,7/22/2025 10:29,v1.0,,,v1.0,Manual
Test,TECH-1368,462256,"[WPT] Verify that the ""Fetch the test and rate"" button is enabled if no OPIc test is currently assigned.",,Trivial,To Do,,,,,WPT,Verify,Fetch,,,Alexa Altez,7/22/2025 10:29,v1.0,,,v1.0,Manual
Test,TECH-1367,462231,"[AAPPL] Verify that the ""Assigned Tests"" table display all the assigned AAPPL test to the rater.",,Trivial,To Do,,,,,AAPPL,Verify,Assigned Tests,,,Alexa Altez,7/21/2025 11:03,v1.0,,,v1.0,Manual
Test,TECH-1366,462230,"[OPIc] Verify that selecting a language and clicking the ""Fetch the test and rate"" button fetches a test of the selected language and displays the popup rate window.",,Trivial,To Do,,,,,OPIc,Verify,Fetch,,,Alexa Altez,7/21/2025 11:01,v1.0,,,v1.0,Manual
Test,TECH-1365,462228,[AAPPL] Verify that a rater receives a notification email when a new AAPPL test is assigned.,,Trivial,To Do,,,,,AAPPL,Verify,,,,Alexa Altez,7/21/2025 10:59,v1.0,,,v1.0,Manual
Test,TECH-1364,462227,"[OPIc] Verify that the ""Language"" dropdown in the ""Fetch and rate OPIc"" page in the rater site only contains as options the rater assigned languages",,Trivial,To Do,,,,,OPIc,Verify,Language,,,Alexa Altez,7/21/2025 10:49,v1.0,,,v1.0,Manual
Test,TECH-1363,462226,"[AAPPL] Verify that the system displays an error message ""No test is available for this rater."" if the rater attempts to fetch an AAPPL test when none are available.",,Trivial,To Do,,System,,,AAPPL,Verify,,,,Alexa Altez,7/21/2025 10:47,v1.0,,,v1.0,Manual
Test,TECH-1362,462224,"[AAPPL] Verify that the ""Fetch the test and rate"" button is enabled again once the assigned test are rated without needing a page refresh",,Trivial,To Do,,,,,AAPPL,Verify,Fetch,,,Alexa Altez,7/21/2025 10:32,v7,,,v7,Manual
Epic,TECH-1361,462222,INTK-655: APM: Expand and standardize options for setting rater limits: AAPPL,,Trivial,In Development,,,,,INTK,655,APM,,,Annie Wendel,7/21/2025 9:26,v1.0,,,v1.0,Manual
Task,TECH-1360,462200,Setup and configuration of DB mail services - PROD,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,PROD,,,,,Annie Wendel,7/18/2025 9:38,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1359,462198,"Configure SQL for shell command, calling web services, OLE etc - PROD",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Configure SQL for shell command,calling web services,OLE etc,,,Annie Wendel,7/18/2025 9:37,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1358,462196,Configuration changes on OARS Web server to new OARS DB - PROD,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,PROD,,,,,Annie Wendel,7/18/2025 9:37,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1357,462194,Folder Sharing and permission rights - PROD,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Folder Sharing and permission rights,PROD,,,,Annie Wendel,7/18/2025 9:37,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1356,462192,Datavail setup of new OARS DB - PROD,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Datavail setup of new OARS DB,PROD,,,,Annie Wendel,7/18/2025 9:37,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1355,462190,High Level testing to ensure applications are working - PROD,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,PROD,,,,,Annie Wendel,7/18/2025 9:36,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Bug,TECH-1354,462135,MFA for Client Site & TMS - Temporary password sent to client does not match the one displayed in TMS,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,Functional,,MFA for Client Site & TMS,,,,,Valentina Lorusso,7/16/2025 15:10,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-1388,462130,Remove options to send email and print from BoA Client Site,,Trivial,Done,Sprint 155: 7/24 - 8/6/25,,,,Remove,BoA Client,Site,,,Annie Wendel,7/16/2025 12:12,v1.0,Vijay Damania,Sprint 156: 8/7 - 8/20/25,v1.0,Manual
Story,TECH-1389,462128,Host links internally on AutoRP login screen to meet BoA requirements,,Trivial,Done,Sprint 155: 7/24 - 8/6/25,,,,Host,AutoRP,BoA,,,Annie Wendel,7/16/2025 12:11,v1.0,Vijay Damania,Sprint 156: 8/7 - 8/20/25,v1.0,Manual
Story,TECH-1390,462126,Replace link to Privacy Policy on BoA Client Site with attached static PDF,,Trivial,Done,Sprint 155: 7/24 - 8/6/25,,,,Replace,Privacy Policy,BoA Client,,,Annie Wendel,7/16/2025 12:06,v1.0,,Sprint 156: 8/7 - 8/20/25,v1.0,Manual
Test,TECH-1351,462052,Verify that login attempt with expired temporary password (after 24 hours) triggers a new temp password email,,Trivial,To Do,,,,,Verify,,,,,Valentina Lorusso,7/15/2025 15:07,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1350,462051,"Verify that Password Complexity and MFA are enabled by default for new, cloned, or duplicate Client accounts",,Trivial,To Do,,,,,cloned,or duplicate Client accounts,,,,Valentina Lorusso,7/15/2025 15:02,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1349,462050,Verify that the selected MFA method is displayed in the TMS Client Search results for each user,,Trivial,To Do,,,,,Verify,MFA,TMS Client,,,Valentina Lorusso,7/15/2025 14:57,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1348,462049,Verify that users can choose between email OTP and authenticator app on first login,,Trivial,To Do,,,,,Verify,OTP,,,,Valentina Lorusso,7/15/2025 14:54,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1347,462048,"Verify that users can use any standard authenticator app (e.g., Google Authenticator) for MFA",,Trivial,To Do,,,,,Google Authenticator) for MFA,,,,,Valentina Lorusso,7/15/2025 14:50,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1346,462047,Verify that OTPs expire after 10 minutes by default,,Trivial,To Do,,,,,Verify,OTPs,,,,Valentina Lorusso,7/15/2025 14:47,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1345,462046,Verify that TMS admin can temporarily override MFA for a user (3 logins or 72 hours),,Trivial,To Do,,,,,Verify,TMS,MFA,,,Valentina Lorusso,7/15/2025 14:43,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1344,462045,Verify that MFA is enabled by default for users created through the Client Site user maintenance process,,Trivial,To Do,,,,,Verify,MFA,Client Site,,,Valentina Lorusso,7/15/2025 14:23,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1343,462044,Verify that a TMS admin can reset a user’s MFA method,,Trivial,To Do,,,,,Verify,TMS,MFA,,,Valentina Lorusso,7/15/2025 14:06,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1342,462043,Verify that MFA options can be enabled at the client level via Client Configuration on TMS,,Trivial,To Do,,,,,Verify,MFA,Client Configuration,,,Valentina Lorusso,7/15/2025 14:00,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1341,462042,Verify that users MFA settings are visible in the TMS Client Search/User Setup interface,,Trivial,To Do,Sprint 154: 7/10 - 7/23/25,,,,User Setup interface,,,,,Valentina Lorusso,7/15/2025 13:52,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1340,462041,Verify that the system auto-generates a strong password when a new Client Site user is created,,Trivial,To Do,,System,,,Verify that the system auto,,,,,Valentina Lorusso,7/15/2025 13:45,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1339,462040,"Verify that password complexity rules are enforced during reset/change when ""Enforce Password Complexity"" is enabled",,Trivial,To Do,,,,,Verify,Enforce Password,Complexity,,,Valentina Lorusso,7/15/2025 13:38,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1338,462039,"Verify that the option to ""uncheck"" password complexity has been removed",,Trivial,To Do,Sprint 154: 7/10 - 7/23/25,,,,Verify,,,,,Valentina Lorusso,7/15/2025 13:32,v1.0,Valentina Lorusso,,v1.0,Manual
Test Set,TECH-1337,462038,MFA Client Site & TMS,,Trivial,To Do,,,,,MFA Client Site & TMS,,,,,Valentina Lorusso,7/15/2025 13:21,v1.0,,,v1.0,Manual
Test Execution,TECH-1336,462036,Test Execution of  MFA for Client Site & TMS,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Test Execution,MFA,Client Site,,,Valentina Lorusso,7/15/2025 13:12,v1.0,Valentina Lorusso,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Bug,TECH-1332,462004,AAPPL Batch Process - Pop Up message for request an AAPPL test needs to be updated,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,Functional,,AAPPL Batch Process,,,,,Valentina Lorusso,7/14/2025 13:54,v1.0,Annie Wendel,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Bug,TECH-1331,462001,AAPPL Batch Process - Client Site - Server Error by redirecting to Test Request History from AAPPL Test Status Page,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,Functional,,AAPPL Batch Process,Client Site,,,,Valentina Lorusso,7/14/2025 12:12,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-1330,461996,"As Support, I want to see the email logs and delivery status of each one on the account view in TMS so that I can tell whether the emails were likely received and take action.",,Trivial,Ready for Testing,Sprint 154: 7/10 - 7/23/25,,,,As Support,,,,,Annie Wendel,7/14/2025 9:53,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1329,461994,"As Sales/Support, I want to log the deactivation emails sent in the database as well as their delivery status so that I can view their statuses and build reports on them.",,Trivial,Ready for Testing,Sprint 154: 7/10 - 7/23/25,,,,As Sales,Support,,,,Annie Wendel,7/14/2025 9:52,v1.0,Vijay Damania,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1328,461992,"As LTI, I want to ensure that accounts created <2yrs ago are not affected by this process by implementing logic as explained in this ticket so that newer accounts are not considered dormant.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As LTI,,,,,Annie Wendel,7/14/2025 9:50,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1335,461933,"As a data analytics specialist, I want to see accurate data for Rating Start Date and Rating End Date so that my reporting is consistent.(WPT)",,Trivial,To Do,Sprint 154: 7/10 - 7/23/25,,,,As a data analytics specialist,,,,,Yun Ju Lee,7/11/2025 8:08,v1.0,Yun Ju Lee,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1327,461929,"If client attempts to log with a temporary p/w beyond 24 hours, new temp password email must be triggered to registered email address",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,w beyond 24 hours,,,,,Vijay Damania,7/10/2025 16:05,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1326,461927,Updates to Post Availability Calendar,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Updates to Post Availability Calendar,,,,,Annie Wendel,7/10/2025 16:05,version of,Stephen Benavides,Sprint 155: 7/24 - 8/6/25,version of,Manual
Story,TECH-1316,461902,"As LTI, when a test is rerouted in this way, I want to automatically trigger the ProctorU emails so that the user is notified.",,Trivial,To Do,,,,,As LTI,,,,,Annie Wendel,7/9/2025 16:07,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-1315,461900,"As LTI, when a test is rerouted in this way, I want to prevent the Prometric emails from being triggered so that users do not get confused.",,Trivial,To Do,,,,,As LTI,,,,,Annie Wendel,7/9/2025 16:07,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-1314,461898,"As LTI, I want WPTs ordered with remote proctoring through Prometric in Arabic, Chinese-Cantonese, Chinese-Mandarin, Greek, Hindi, Japanese, Korean, Persian, Russian, and Vietnamese to automatically reroute to ProctorU so that the keyboard can",,Trivial,To Do,,,,,As LTI,Chinese,Cantonese,,,Annie Wendel,7/9/2025 16:06,v1.0,Vijay Damania,,v1.0,Manual
Epic,TECH-1313,461896,OPS: Prometric not handling WPT in non roman characters,,Trivial,To Do,,,,,OPS,,,,,Annie Wendel,7/9/2025 16:04,v1.0,,,v1.0,Manual
Task,TECH-1312,461895,"As Ops, I want a field indicating that an account was deactivated through this flow to be available in Tableau so that reporting can be set up.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As Ops,,,,,Annie Wendel,7/9/2025 15:55,v56,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v56,Manual
Story,TECH-1311,461893,"As the account users, admin, and alternate admin I want to receive periodic emails letting me know my account will be deactivated so that I can take action to prevent that from happening. Details in ticket.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As the account users,admin,,,,Annie Wendel,7/9/2025 15:54,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1310,461891,"As a TMS user, I want to see a label in bold red letters at the top right of the Client Info screen that says ""Dormant Account"" for accounts deactivated by this flow so that I understand the status of the acct.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As a TMS user,,,,,Annie Wendel,7/9/2025 15:47,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Task,TECH-1309,461889,"As LTI, I want to reactivate accounts automatically deactivated through this flow with an HD ticket if they wish to resume testing so that the account doesn't have to be set up again from scratch.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As LTI,,,,,Annie Wendel,7/9/2025 15:46,v1.0,Annie Wendel,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1308,461887,"As LTI, I want a process to run on the first of every month to check for accounts under which no testing has occurred in 2 years so that those accounts, subaccounts, and users can be automatically deactivated.",,Trivial,To Do,Sprint 154: 7/10 - 7/23/25,,,,As LTI,subaccounts,and users can be automatically deactivated.,,,Annie Wendel,7/9/2025 15:44,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Story,TECH-1307,461885,"As LTI, I want to automate the deactivation of all users, subaccounts, and accounts when no testing has occurred within an account hierarchy in 2 years so that users will contact sales if they wish to reinitiate testing after a long period.",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,As LTI,subaccounts,,,,Annie Wendel,7/9/2025 15:44,v1.0,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,v1.0,Manual
Epic,TECH-1306,461883,INTK-646: OPS-Dormant accounts inactivated,,Trivial,In Development,,,,,INTK,646,OPS,,,Annie Wendel,7/9/2025 15:41,v1.0,,,v1.0,Manual
Test,TECH-1305,461882,AAPPL Batch Process - Verify that the Test Request History page refresh the status hourly,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:49,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1304,461881,Validate that the History Screen displays a Processed Date column which displays the timestamp (date & time in AM/PM) of when processing was completed for each record,,Trivial,To Do,,,,,Validate,History Screen,Processed Date,,,Valentina Lorusso,7/9/2025 14:46,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1303,461880,AAPPL Batch Process - Validate that the History screen contains a Processed column which shows the number of new records processed,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:43,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1302,461879,AAPPL Batch Process - Validate that the History screen displays a To Process column which shows how many records are still waiting to be processed in each request,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:40,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1301,461878,AAPPL Batch Process - Validate that the History screen displays the Total Count column which shows total record count for each submittal,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:36,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1300,461877,"AAPPL Batch Process - Validate that the History screen displays the status of each test request (New, Processing, Completed)",,Trivial,To Do,,,,,AAPPL Batch Process,Processing,Completed),,,Valentina Lorusso,7/9/2025 14:33,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1299,461876,AAPPL Batch Process - Validate that the History Screen displays  the Username and Request Time (date & time in AM/PM) of each accepted request,,Trivial,To Do,,,,,AAPPL Batch Process,PM) of each accepted request,,,,Valentina Lorusso,7/9/2025 14:29,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1298,461875,"AAPPL Batch Process - Verify that the new Test Request History module to interface with Retest Requests, so that previously completed tests aren’t flagged as duplicates when re-ordered",,Trivial,To Do,,,,,AAPPL Batch Process,ordered,,,,Valentina Lorusso,7/9/2025 14:27,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1295,461874,AAPPL Batch Process - Verify that on the History Screen displays a Duplicates column which shows the number of records rejected in each upload,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:22,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1294,461873,AAPPL Batch Process - Validate that on Client Site the user can access to History directly from the AAPPL Test Status page,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:19,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1293,461872,AAPPL Batch Process - Verify that the History screen has the proper wording as documented so the user can navigate without issues,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:10,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1292,461871,AAPPL Batch Process - Verify that the AAPPL Test Request History shows the request submittals made in this account in the last 10 days,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 14:02,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1291,461869,AAPPL Batch Process - Verify that the smaller uploads that processed immediately are also displayed on the list of requests on the AAPPL Test Request History menu,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:59,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1290,461867,AAPPL Batch Process - Verify that the requests for <100 tests are processed immediately and the logins are available under AAPPL Test Status,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:56,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1289,461866,AAPPL Batch Process - Verify that the system does not allow two identical files to be uploaded so that duplicate tests are not generated,,Trivial,To Do,,System,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:52,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1288,461865,AAPPL Batch Process - Verify that the large test requests (≥ 100 tests) are send to a queue to be process within 4 hours,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:50,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1287,461864,AAPPL Batch Process - Verify that the system processes a request for 100 or more AAPPLs effectively with no wait time,,Trivial,To Do,,System,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:45,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1286,461863,AAPPL Batch Process - Verify that AAPPL Test Request History is present showing the status of the queued uploads with the correct status,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:42,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1285,461861,"AAPPL Batch Process - Verify that after submitting a large AAPPL request, the system displays a message explaining that the upload is being processed and when the logins will be available",,Trivial,To Do,,System,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:31,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1284,461860,AAPPL Batch Process - Verify that the AAPPL Test Request History module display the proper details about each request,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:28,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1283,461859,"[OPIc] Verify that the ""Assigned Tests"" table display all the assigned OPIc test to the rater.",,Trivial,To Do,,,,,OPIc,Verify,Assigned Tests,,,Alexa Altez,7/9/2025 13:27,v1.0,,,v1.0,Manual
Test,TECH-1282,461858,"[OPIc] Verify that the ""Assigned Tests"" table displays ""No data to display"" when there isn't any test assigned to the rater.",,Trivial,To Do,,,,,OPIc,Verify,Assigned Tests,,,Alexa Altez,7/9/2025 13:26,v1.0,,,v1.0,Manual
Test,TECH-1281,461857,"[OPIc] Verify that the ""Fetch the test and rate"" button is enabled again once the assigned test are rated without needing a page refresh",,Trivial,To Do,,,,,OPIc,Verify,Fetch,,,Alexa Altez,7/9/2025 13:24,v1.0,,,v1.0,Manual
Test,TECH-1280,461856,AAPPL Batch Process - Verify that after submitting any order the AAPPL Test Request History screen is correctly displayed with the order status,,Trivial,To Do,,,,,AAPPL Batch Process,,,,,Valentina Lorusso,7/9/2025 13:22,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1279,461854,"[OPIc] Verify that the system displays an error message ""No test is available for this rater."" if the rater attempts to fetch an OPIc test when none are available.",,Trivial,To Do,,System,,,OPIc,Verify,,,,Alexa Altez,7/9/2025 13:15,v1.0,,,v1.0,Manual
Test,TECH-1278,461853,"[OPIc] Verify that clicking the ""Listen to a Test"" button in an assigned test opens the rating pop up window that allows the rater to listen and rate the test.",,Trivial,To Do,,,,,OPIc,Verify,Listen,,,Alexa Altez,7/9/2025 13:15,v1.0,,,v1.0,Manual
Test,TECH-1277,461852,[OPIc] Verify that a rater receives a notification email when a new OPIc test is assigned.,,Trivial,To Do,,,,,OPIc,Verify,,,,Alexa Altez,7/9/2025 13:10,v1.0,,,v1.0,Manual
Test,TECH-1276,461851,[OPIc] Verify that a rater can successfully fetch an available OPIc test when no other OPIc test is assigned to them.,,Trivial,To Do,,,,,OPIc,Verify,,,,Alexa Altez,7/9/2025 13:07,v1.0,,,v1.0,Manual
Story,TECH-1353,461850,Update Documentation Links,,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Update Documentation Links,,,,,Ash Britton,7/9/2025 13:05,V3,Rohan Gandhi,Sprint 155: 7/24 - 8/6/25,V3,Manual
Test,TECH-1275,461849,"[OPIc] Verify that the ""Fetch the test and rate"" button is enabled if no OPIc test is currently assigned.",,Trivial,To Do,,,,,OPIc,Verify,Fetch,,,Alexa Altez,7/9/2025 13:04,v1.0,,,v1.0,Manual
Test,TECH-1274,461848,"[OPIc] Verify that the ""Fetch the test and rate"" button is disabled if an OPIc test is currently assigned.",,Trivial,To Do,,,,,OPIc,Verify,Fetch,,,Alexa Altez,7/9/2025 13:03,v1.0,,,v1.0,Manual
Test Execution,TECH-1273,461847,Test Execution of AAPPL Batch process,,Trivial,Done,Sprint 153: 6/26 - 7/9/25,,,,Test Execution of AAPPL Batch process,,,,,Valentina Lorusso,7/9/2025 13:02,v1.0,Valentina Lorusso,Sprint 154: 7/10 - 7/23/25,v1.0,Manual
Test,TECH-1272,461844,"[Navigation] Verify that the AAPPL navigation tree is displayed if the rater is AAPPL certified. (Home, Review an ILS or ASL II, Read a PW, Rating History).",,Trivial,To Do,,,,,Review an ILS or ASL II,Read a PW,Rating History).,,,Alexa Altez,7/9/2025 11:05,v1.0,,,v1.0,Manual
Test,TECH-1271,461843,"[Navigation] Verify that the OPI navigation tree is displayed if the rater is OPI certified. (View Scheduled Tests, Fetch & Rate OPI, Rating Confirmation, Rating History).",,Trivial,To Do,,,,,Fetch & Rate OPI,Rating Confirmation,Rating History).,,,Alexa Altez,7/9/2025 11:03,v1.0,,,v1.0,Manual
Test,TECH-1270,461842,"[Navigation] Verify that the WPT navigation tree is displayed if the rater is WPT certified. (Fetch & Rate WPT, Rating History, View WPT Test).",,Trivial,To Do,,,,,Rating History,View WPT Test).,,,,Alexa Altez,7/9/2025 11:02,v1.0,,,v1.0,Manual
